,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
28,2023-02-04,18:00,Serie A,Matchweek 21,Sat,Home,W,2,0,Empoli,1.2,1.7,45.0,60908.0,Lorenzo Pellegrini,3-4-3,Federico Dionisi,Match Report,,12.0,6.0,11.9,0.0,0,0,2021,Roma
29,2023-02-11,18:00,Serie A,Matchweek 22,Sat,Away,D,1,1,Lecce,1.7,0.3,58.0,25200.0,Lorenzo Pellegrini,3-4-3,Gianluca Aureliano,Match Report,,11.0,4.0,21.0,1.0,1,1,2021,Roma
31,2023-02-19,20:45,Serie A,Matchweek 23,Sun,Home,W,1,0,Hellas Verona,0.8,0.4,47.0,61009.0,Gianluca Mancini,3-4-3,Simone Sozza,Match Report,,9.0,5.0,17.2,1.0,0,0,2021,Roma
33,2023-02-28,18:30,Serie A,Matchweek 24,Tue,Away,L,1,2,Cremonese,1.2,1.0,66.0,11367.0,Lorenzo Pellegrini,3-4-3,Marco Piccinini,Match Report,,10.0,3.0,20.0,1.0,0,0,2021,Roma
34,2023-03-05,20:45,Serie A,Matchweek 25,Sun,Home,W,1,0,Juventus,0.6,0.7,41.0,64213.0,Lorenzo Pellegrini,3-4-3,Fabio Maresca,Match Report,,6.0,2.0,18.1,0.0,0,0,2021,Roma
36,2023-03-12,18:00,Serie A,Matchweek 26,Sun,Home,L,3,4,Sassuolo,1.5,3.5,54.0,60816.0,Chris Smalling,3-4-3,Michael Fabbri,Match Report,,17.0,7.0,17.2,0.0,0,0,2021,Roma
38,2023-03-19,18:00,Serie A,Matchweek 27,Sun,Away,L,0,1,Lazio,0.6,0.6,31.0,62000.0,Lorenzo Pellegrini,3-4-3,Davide Massa,Match Report,,8.0,3.0,18.1,0.0,0,0,2021,Roma
39,2023-04-02,18:00,Serie A,Matchweek 28,Sun,Home,W,3,0,Sampdoria,3.0,0.3,51.0,62108.0,Lorenzo Pellegrini,4-2-3-1,Massimiliano Irrati,Match Report,,27.0,9.0,16.3,1.0,1,1,2021,Roma
40,2023-04-08,18:30,Serie A,Matchweek 29,Sat,Away,W,1,0,Torino,1.1,0.3,45.0,22142.0,Gianluca Mancini,3-4-3,Andrea Colombo,Match Report,,8.0,0.0,23.8,0.0,1,1,2021,Roma
42,2023-04-16,20:45,Serie A,Matchweek 30,Sun,Home,W,3,0,Udinese,2.5,1.2,42.0,61015.0,Lorenzo Pellegrini,3-4-3,Antonio Giua,Match Report,,11.0,7.0,15.3,1.0,0,1,2021,Roma
44,2023-04-24,20:45,Serie A,Matchweek 31,Mon,Away,L,1,3,Atalanta,1.0,0.9,63.0,19445.0,Lorenzo Pellegrini,3-4-3,Massimiliano Irrati,Match Report,,14.0,1.0,18.8,1.0,0,0,2021,Roma
45,2023-04-29,18:00,Serie A,Matchweek 32,Sat,Home,D,1,1,Milan,1.0,1.0,37.0,64191.0,Lorenzo Pellegrini,3-4-1-2,Daniele Orsato,Match Report,,11.0,1.0,15.7,0.0,0,0,2021,Roma
46,2023-05-03,21:00,Serie A,Matchweek 33,Wed,Away,D,1,1,Monza,1.0,0.9,42.0,12388.0,Lorenzo Pellegrini,3-4-3,Daniele Chiffi,Match Report,,14.0,7.0,14.3,1.0,0,0,2021,Roma
47,2023-05-06,18:00,Serie A,Matchweek 34,Sat,Home,L,0,2,Inter,0.9,0.7,51.0,61870.0,Lorenzo Pellegrini,3-5-1-1,Fabio Maresca,Match Report,,15.0,3.0,16.8,1.0,0,0,2021,Roma
49,2023-05-14,18:00,Serie A,Matchweek 35,Sun,Away,D,0,0,Bologna,1.2,0.4,29.0,23824.0,Bryan Cristante,3-5-2,Daniele Orsato,Match Report,,7.0,2.0,18.4,1.0,0,0,2021,Roma
51,2023-05-22,18:30,Serie A,Matchweek 36,Mon,Home,D,2,2,Salernitana,1.4,1.1,59.0,64286.0,Chris Smalling,3-4-3,Andrea Colombo,Match Report,,22.0,5.0,17.3,1.0,0,0,2021,Roma
52,2023-05-27,18:00,Serie A,Matchweek 37,Sat,Away,L,1,2,Fiorentina,1.2,2.3,35.0,32829.0,Chris Smalling,4-1-4-1,Giovanni Ayroldi,Match Report,,8.0,3.0,14.7,0.0,0,0,2021,Roma
54,2023-06-04,21:00,Serie A,Matchweek 38,Sun,Home,W,2,1,Spezia,2.2,1.0,68.0,62242.0,Lorenzo Pellegrini,4-3-3,Fabio Maresca,Match Report,,18.0,4.0,20.6,0.0,1,1,2021,Roma
0,2022-08-15,20:45,Serie A,Matchweek 1,Mon,Home,W,3,0,Sassuolo,2.0,0.9,42.0,38725.0,Leonardo Bonucci,4-4-2,Antonio Rapuano,Match Report,,13.0,3.0,18.4,0.0,1,1,2021,Juventus
1,2022-08-22,20:45,Serie A,Matchweek 2,Mon,Away,D,0,0,Sampdoria,0.8,0.9,52.0,27573.0,Juan Cuadrado,4-3-3,Rosario Abisso,Match Report,,10.0,4.0,16.0,0.0,0,0,2021,Juventus
2,2022-08-27,18:30,Serie A,Matchweek 3,Sat,Home,D,1,1,Roma,0.6,1.3,57.0,41003.0,Juan Cuadrado,4-2-3-1,Massimiliano Irrati,Match Report,,14.0,3.0,23.6,3.0,0,0,2021,Juventus
3,2022-08-31,20:45,Serie A,Matchweek 4,Wed,Home,W,2,0,Spezia,0.9,0.2,50.0,35709.0,Juan Cuadrado,4-3-3,Andrea Colombo,Match Report,,15.0,3.0,18.6,1.0,0,0,2021,Juventus
4,2022-09-03,15:00,Serie A,Matchweek 5,Sat,Away,D,1,1,Fiorentina,0.9,2.1,40.0,36550.0,Juan Cuadrado,4-3-3,Daniele Doveri,Match Report,,4.0,1.0,14.2,0.0,0,0,2021,Juventus
6,2022-09-11,20:45,Serie A,Matchweek 6,Sun,Home,D,2,2,Salernitana,1.9,1.6,61.0,35097.0,Leonardo Bonucci,4-3-3,Matteo Marcenaro,Match Report,,22.0,6.0,18.6,1.0,0,1,2021,Juventus
8,2022-09-18,15:00,Serie A,Matchweek 7,Sun,Away,L,0,1,Monza,0.9,2.5,40.0,12878.0,Danilo,4-3-3,Fabio Maresca,Match Report,,10.0,2.0,12.9,0.0,0,0,2021,Juventus
9,2022-10-02,20:45,Serie A,Matchweek 8,Sun,Home,W,3,0,Bologna,1.8,0.4,48.0,34662.0,Leonardo Bonucci,4-4-2,Rosario Abisso,Match Report,,17.0,6.0,14.1,0.0,0,0,2021,Juventus
11,2022-10-08,18:00,Serie A,Matchweek 9,Sat,Away,L,0,2,Milan,0.8,2.2,60.0,75530.0,Leonardo Bonucci,4-4-2,Daniele Orsato,Match Report,,10.0,3.0,17.9,0.0,0,0,2021,Juventus
13,2022-10-15,18:00,Serie A,Matchweek 10,Sat,Away,W,1,0,Torino,2.1,0.6,47.0,22269.0,Juan Cuadrado,3-5-2,Maurizio Mariani,Match Report,,14.0,8.0,15.6,0.0,0,0,2021,Juventus
14,2022-10-21,20:45,Serie A,Matchweek 11,Fri,Home,W,4,0,Empoli,3.5,0.7,42.0,37771.0,Leonardo Bonucci,3-5-2,Michael Fabbri,Match Report,,21.0,7.0,14.3,1.0,0,0,2021,Juventus
16,2022-10-29,18:00,Serie A,Matchweek 12,Sat,Away,W,1,0,Lecce,0.6,0.2,64.0,25860.0,Juan Cuadrado,4-4-1-1,Daniele Chiffi,Match Report,,13.0,5.0,18.6,0.0,0,0,2021,Juventus
18,2022-11-06,20:45,Serie A,Matchweek 13,Sun,Home,W,2,0,Inter,0.9,1.2,47.0,40093.0,Danilo,3-5-1-1,Daniele Doveri,Match Report,,8.0,3.0,16.0,0.0,0,0,2021,Juventus
19,2022-11-10,18:30,Serie A,Matchweek 14,Thu,Away,W,1,0,Hellas Verona,1.1,1.2,56.0,21934.0,Leonardo Bonucci,3-5-2,Marco Di Bello,Match Report,,11.0,3.0,18.6,1.0,0,0,2021,Juventus
20,2022-11-13,20:45,Serie A,Matchweek 15,Sun,Home,W,3,0,Lazio,1.6,0.4,41.0,38729.0,Danilo,3-5-2,Davide Massa,Match Report,,13.0,9.0,17.5,0.0,0,0,2021,Juventus
21,2023-01-04,18:30,Serie A,Matchweek 16,Wed,Away,W,1,0,Cremonese,1.6,0.9,55.0,14896.0,Danilo,3-5-1-1,Giovanni Ayroldi,Match Report,,19.0,8.0,19.0,1.0,0,0,2021,Juventus
22,2023-01-07,18:00,Serie A,Matchweek 17,Sat,Home,W,1,0,Udinese,2.4,0.5,51.0,39536.0,Danilo,3-5-1-1,Matteo Marchetti,Match Report,,14.0,4.0,12.9,0.0,0,0,2021,Juventus
23,2023-01-13,20:45,Serie A,Matchweek 18,Fri,Away,L,1,5,Napoli,1.3,2.1,40.0,60000.0,Danilo,3-5-2,Daniele Doveri,Match Report,,11.0,2.0,18.0,0.0,0,0,2021,Juventus
25,2023-01-22,20:45,Serie A,Matchweek 19,Sun,Home,D,3,3,Atalanta,1.9,1.0,47.0,33565.0,Danilo,3-5-1-1,Livio Marinelli,Match Report,,14.0,7.0,19.2,0.0,1,1,2021,Juventus
26,2023-01-29,15:00,Serie A,Matchweek 20,Sun,Home,L,0,2,Monza,1.6,1.2,46.0,39393.0,Danilo,3-5-2,Gianluca Aureliano,Match Report,,22.0,8.0,17.6,0.0,0,0,2021,Juventus
28,2023-02-07,20:45,Serie A,Matchweek 21,Tue,Away,W,3,0,Salernitana,2.2,0.8,47.0,26945.0,Danilo,3-5-2,Antonio Rapuano,Match Report,,16.0,4.0,18.9,0.0,1,1,2021,Juventus
29,2023-02-12,18:00,Serie A,Matchweek 22,Sun,Home,W,1,0,Fiorentina,1.0,0.7,45.0,34844.0,Danilo,3-4-3,Michael Fabbri,Match Report,,7.0,3.0,12.7,0.0,0,0,2021,Juventus
31,2023-02-19,18:00,Serie A,Matchweek 23,Sun,Away,W,2,0,Spezia,1.1,1.3,41.0,11767.0,Danilo,3-1-4-2,Federico La Penna,Match Report,,15.0,3.0,18.8,0.0,0,0,2021,Juventus
33,2023-02-28,20:45,Serie A,Matchweek 24,Tue,Home,W,4,2,Torino,1.5,1.2,42.0,37806.0,Danilo,3-5-1-1,Daniele Chiffi,Match Report,,13.0,6.0,15.2,1.0,0,0,2021,Juventus
34,2023-03-05,20:45,Serie A,Matchweek 25,Sun,Away,L,0,1,Roma,0.7,0.6,59.0,64213.0,Danilo,3-5-1-1,Fabio Maresca,Match Report,,14.0,5.0,21.7,2.0,0,0,2021,Juventus
36,2023-03-12,20:45,Serie A,Matchweek 26,Sun,Home,W,4,2,Sampdoria,2.8,0.8,56.0,35166.0,Leonardo Bonucci,3-5-1-1,Alessandro Prontera,Match Report,,23.0,8.0,17.9,1.0,0,1,2021,Juventus
38,2023-03-19,20:45,Serie A,Matchweek 27,Sun,Away,W,1,0,Inter,0.6,1.2,31.0,75224.0,Danilo,3-5-1-1,Daniele Chiffi,Match Report,,7.0,3.0,19.6,0.0,0,0,2021,Juventus
39,2023-04-01,20:45,Serie A,Matchweek 28,Sat,Home,W,1,0,Hellas Verona,1.8,0.6,56.0,40105.0,Danilo,3-5-2,Matteo Marchetti,Match Report,,10.0,2.0,19.7,2.0,0,0,2021,Juventus
41,2023-04-08,20:45,Serie A,Matchweek 29,Sat,Away,L,1,2,Lazio,1.9,1.2,50.0,54000.0,Juan Cuadrado,3-5-1-1,Marco Di Bello,Match Report,,11.0,4.0,10.5,0.0,0,0,2021,Juventus
43,2023-04-16,18:00,Serie A,Matchweek 30,Sun,Away,L,0,1,Sassuolo,1.1,0.9,59.0,19566.0,Danilo,3-5-2,Antonio Rapuano,Match Report,,13.0,3.0,11.4,0.0,0,0,2021,Juventus
45,2023-04-23,20:45,Serie A,Matchweek 31,Sun,Home,L,0,1,Napoli,0.4,1.2,35.0,39839.0,Danilo,4-4-1-1,Michael Fabbri,Match Report,,7.0,4.0,23.5,0.0,0,0,2021,Juventus
47,2023-04-30,20:45,Serie A,Matchweek 32,Sun,Away,D,1,1,Bologna,2.7,1.9,46.0,30071.0,Danilo,4-3-3,Simone Sozza,Match Report,,13.0,4.0,19.6,2.0,0,1,2021,Juventus
48,2023-05-03,18:00,Serie A,Matchweek 33,Wed,Home,W,2,1,Lecce,1.8,1.7,54.0,33757.0,Leonardo Bonucci,3-5-1-1,Francesco Fourneau,Match Report,,16.0,4.0,17.6,2.0,0,0,2021,Juventus
49,2023-05-07,12:30,Serie A,Matchweek 34,Sun,Away,W,2,0,Atalanta,1.0,1.1,41.0,19570.0,Danilo,3-5-1-1,Daniele Doveri,Match Report,,10.0,5.0,17.9,0.0,0,0,2021,Juventus
51,2023-05-14,20:45,Serie A,Matchweek 35,Sun,Home,W,2,0,Cremonese,1.6,0.1,69.0,39439.0,Danilo,3-5-1-1,Daniele Chiffi,Match Report,,24.0,6.0,16.7,0.0,0,0,2021,Juventus
53,2023-05-22,20:45,Serie A,Matchweek 36,Mon,Away,L,1,4,Empoli,1.8,2.7,61.0,15519.0,Alex Sandro,3-5-2,Giovanni Ayroldi,Match Report,,19.0,4.0,16.4,0.0,0,0,2021,Juventus
54,2023-05-28,20:45,Serie A,Matchweek 37,Sun,Home,L,0,1,Milan,0.9,0.5,48.0,40231.0,Danilo,3-4-1-2,Maurizio Mariani,Match Report,,16.0,3.0,22.3,0.0,0,0,2021,Juventus
55,2023-06-04,21:00,Serie A,Matchweek 38,Sun,Away,W,1,0,Udinese,1.3,0.8,57.0,23266.0,Leonardo Bonucci,3-4-3,Marco Guida,Match Report,,20.0,5.0,14.2,1.0,0,0,2021,Juventus
0,2022-08-14,18:30,Serie A,Matchweek 1,Sun,Home,W,3,2,Cremonese,2.0,1.3,74.0,34461.0,Cristiano Biraghi,4-3-3,Juan Sacchi,Match Report,,28.0,11.0,17.2,2.0,0,0,2021,Fiorentina
2,2022-08-21,18:30,Serie A,Matchweek 2,Sun,Away,D,0,0,Empoli,0.7,0.4,63.0,10411.0,Giacomo Bonaventura,4-3-3,Matteo Marchetti,Match Report,,19.0,2.0,19.0,0.0,0,0,2021,Fiorentina
4,2022-08-28,20:45,Serie A,Matchweek 3,Sun,Home,D,0,0,Napoli,0.5,1.7,48.0,32286.0,Cristiano Biraghi,4-3-3,Livio Marinelli,Match Report,,10.0,5.0,19.9,0.0,0,0,2021,Fiorentina
5,2022-08-31,18:30,Serie A,Matchweek 4,Wed,Away,L,0,1,Udinese,0.7,1.3,73.0,19684.0,Lorenzo Venuti,4-3-3,Maurizio Mariani,Match Report,,12.0,2.0,16.7,0.0,0,0,2021,Fiorentina
6,2022-09-03,15:00,Serie A,Matchweek 5,Sat,Home,D,1,1,Juventus,2.1,0.9,60.0,36550.0,Cristiano Biraghi,4-3-3,Daniele Doveri,Match Report,,16.0,4.0,17.2,1.0,0,1,2021,Fiorentina
8,2022-09-11,15:00,Serie A,Matchweek 6,Sun,Away,L,1,2,Bologna,1.3,0.6,61.0,18901.0,Cristiano Biraghi,4-3-3,Daniele Orsato,Match Report,,13.0,2.0,16.6,0.0,0,0,2021,Fiorentina
10,2022-09-18,15:00,Serie A,Matchweek 7,Sun,Home,W,2,0,Hellas Verona,2.4,0.6,44.0,32216.0,Cristiano Biraghi,4-2-3-1,Antonio Rapuano,Match Report,,14.0,8.0,19.1,0.0,0,1,2021,Fiorentina
11,2022-10-02,18:00,Serie A,Matchweek 8,Sun,Away,L,0,1,Atalanta,0.7,1.3,61.0,18265.0,Cristiano Biraghi,4-3-3,Massimiliano Irrati,Match Report,,16.0,5.0,18.2,0.0,0,0,2021,Fiorentina
13,2022-10-10,20:45,Serie A,Matchweek 9,Mon,Home,L,0,4,Lazio,2.2,1.6,62.0,30574.0,Cristiano Biraghi,4-3-3,Fabio Maresca,Match Report,,25.0,3.0,15.4,1.0,0,0,2021,Fiorentina
15,2022-10-17,20:45,Serie A,Matchweek 10,Mon,Away,D,1,1,Lecce,0.5,1.1,59.0,24925.0,Cristiano Biraghi,4-4-1-1,Luca Massimi,Match Report,,10.0,5.0,21.3,1.0,0,0,2021,Fiorentina
16,2022-10-22,20:45,Serie A,Matchweek 11,Sat,Home,L,3,4,Inter,1.3,2.4,58.0,36699.0,Cristiano Biraghi,4-3-3,Paolo Valeri,Match Report,,9.0,3.0,18.8,1.0,1,1,2021,Fiorentina
18,2022-10-30,15:00,Serie A,Matchweek 12,Sun,Away,W,2,1,Spezia,2.1,1.2,50.0,10500.0,Cristiano Biraghi,4-3-3,Davide Massa,Match Report,,27.0,5.0,19.4,0.0,0,0,2021,Fiorentina
20,2022-11-06,15:00,Serie A,Matchweek 13,Sun,Away,W,2,0,Sampdoria,0.9,0.8,51.0,19226.0,Cristiano Biraghi,4-3-3,Livio Marinelli,Match Report,,5.0,3.0,7.9,0.0,0,0,2021,Fiorentina
21,2022-11-09,20:45,Serie A,Matchweek 14,Wed,Home,W,2,1,Salernitana,2.8,0.5,58.0,27329.0,Cristiano Biraghi,4-2-3-1,Federico La Penna,Match Report,,18.0,7.0,18.0,0.0,0,0,2021,Fiorentina
22,2022-11-13,18:00,Serie A,Matchweek 15,Sun,Away,L,1,2,Milan,0.5,1.5,50.0,73007.0,Cristiano Biraghi,4-2-3-1,Simone Sozza,Match Report,,11.0,4.0,18.3,0.0,0,0,2021,Fiorentina
23,2023-01-04,18:30,Serie A,Matchweek 16,Wed,Home,D,1,1,Monza,1.6,1.7,52.0,31190.0,Cristiano Biraghi,4-2-3-1,Ermanno Feliciani,Match Report,,22.0,6.0,17.3,2.0,0,0,2021,Fiorentina
24,2023-01-07,15:00,Serie A,Matchweek 17,Sat,Home,W,2,1,Sassuolo,2.2,1.6,53.0,29695.0,Cristiano Biraghi,4-2-3-1,Gianluca Manganiello,Match Report,,14.0,3.0,14.9,1.0,1,1,2021,Fiorentina
26,2023-01-15,20:45,Serie A,Matchweek 18,Sun,Away,L,0,2,Roma,0.4,0.9,48.0,61327.0,Cristiano Biraghi,4-2-3-1,Antonio Giua,Match Report,,7.0,2.0,16.8,0.0,0,0,2021,Fiorentina
27,2023-01-21,20:45,Serie A,Matchweek 19,Sat,Home,L,0,1,Torino,1.2,0.6,62.0,29281.0,Cristiano Biraghi,4-2-3-1,Federico Dionisi,Match Report,,19.0,5.0,15.6,0.0,0,0,2021,Fiorentina
28,2023-01-29,18:00,Serie A,Matchweek 20,Sun,Away,D,1,1,Lazio,1.3,0.9,55.0,43000.0,Cristiano Biraghi,4-3-3,Andrea Colombo,Match Report,,17.0,6.0,19.0,0.0,0,0,2021,Fiorentina
30,2023-02-05,18:00,Serie A,Matchweek 21,Sun,Home,L,1,2,Bologna,1.3,1.8,62.0,30546.0,Cristiano Biraghi,4-3-3,Luca Pairetto,Match Report,,17.0,6.0,17.5,0.0,0,0,2021,Fiorentina
31,2023-02-12,18:00,Serie A,Matchweek 22,Sun,Away,L,0,1,Juventus,0.7,1.0,55.0,34844.0,Cristiano Biraghi,4-3-3,Michael Fabbri,Match Report,,11.0,2.0,18.6,0.0,0,0,2021,Fiorentina
33,2023-02-19,15:00,Serie A,Matchweek 23,Sun,Home,D,1,1,Empoli,2.2,0.8,61.0,29663.0,Lorenzo Venuti,4-3-3,Alessandro Prontera,Match Report,,27.0,3.0,15.4,1.0,0,0,2021,Fiorentina
35,2023-02-27,18:30,Serie A,Matchweek 24,Mon,Away,W,3,0,Hellas Verona,1.4,1.2,53.0,17787.0,Lucas Martínez Quarta,4-2-3-1,Federico La Penna,Match Report,,16.0,7.0,19.2,1.0,0,0,2021,Fiorentina
36,2023-03-04,20:45,Serie A,Matchweek 25,Sat,Home,W,2,1,Milan,2.1,0.9,48.0,40410.0,Cristiano Biraghi,4-3-3,Marco Di Bello,Match Report,,15.0,6.0,16.4,1.0,1,1,2021,Fiorentina
38,2023-03-12,15:00,Serie A,Matchweek 26,Sun,Away,W,2,0,Cremonese,1.7,1.8,53.0,11506.0,Cristiano Biraghi,4-2-3-1,Matteo Marcenaro,Match Report,,10.0,3.0,15.1,1.0,0,0,2021,Fiorentina
40,2023-03-19,15:00,Serie A,Matchweek 27,Sun,Home,W,1,0,Lecce,1.2,0.5,59.0,34604.0,Cristiano Biraghi,4-2-3-1,Rosario Abisso,Match Report,,18.0,3.0,18.3,0.0,0,0,2021,Fiorentina
41,2023-04-01,18:00,Serie A,Matchweek 28,Sat,Away,W,1,0,Inter,1.1,2.8,41.0,73576.0,Giacomo Bonaventura,4-2-3-1,Fabio Maresca,Match Report,,19.0,3.0,18.9,0.0,0,0,2021,Fiorentina
43,2023-04-08,14:30,Serie A,Matchweek 29,Sat,Home,D,1,1,Spezia,1.0,0.7,66.0,35863.0,Cristiano Biraghi,4-2-3-1,Federico Dionisi,Match Report,,19.0,4.0,19.1,2.0,0,0,2021,Fiorentina
45,2023-04-17,20:45,Serie A,Matchweek 30,Mon,Home,D,1,1,Atalanta,1.9,0.5,61.0,29628.0,Nikola Milenković,4-1-4-1,Marco Guida,Match Report,,17.0,6.0,21.1,1.0,1,1,2021,Fiorentina
47,2023-04-23,15:00,Serie A,Matchweek 31,Sun,Away,L,2,3,Monza,1.3,1.5,55.0,13118.0,Cristiano Biraghi,4-2-3-1,Juan Sacchi,Match Report,,10.0,5.0,17.1,0.0,0,0,2021,Fiorentina
49,2023-04-30,18:00,Serie A,Matchweek 32,Sun,Home,W,5,0,Sampdoria,1.7,0.4,67.0,30602.0,Cristiano Biraghi,4-2-3-1,Antonio Giua,Match Report,,23.0,10.0,19.2,0.0,0,0,2021,Fiorentina
50,2023-05-03,18:00,Serie A,Matchweek 33,Wed,Away,D,3,3,Salernitana,1.9,1.1,53.0,17868.0,Cristiano Biraghi,4-3-3,Ivan Pezzuto,Match Report,,12.0,3.0,13.0,1.0,0,0,2021,Fiorentina
51,2023-05-07,18:00,Serie A,Matchweek 34,Sun,Away,L,0,1,Napoli,1.1,2.0,53.0,46522.0,Giacomo Bonaventura,4-2-3-1,Matteo Marchetti,Match Report,,15.0,3.0,15.8,0.0,0,0,2021,Fiorentina
53,2023-05-14,15:00,Serie A,Matchweek 35,Sun,Home,W,2,0,Udinese,2.1,0.3,45.0,27383.0,Cristiano Biraghi,4-2-3-1,Daniele Paterna,Match Report,,18.0,3.0,18.3,2.0,0,0,2021,Fiorentina
55,2023-05-21,15:00,Serie A,Matchweek 36,Sun,Away,D,1,1,Torino,0.8,1.1,44.0,20403.0,Lorenzo Venuti,4-2-3-1,Luca Massimi,Match Report,,8.0,1.0,20.0,0.0,0,0,2021,Fiorentina
57,2023-05-27,18:00,Serie A,Matchweek 37,Sat,Home,W,2,1,Roma,2.3,1.2,65.0,32829.0,Cristiano Biraghi,4-2-3-1,Giovanni Ayroldi,Match Report,,15.0,5.0,14.2,2.0,0,0,2021,Fiorentina
58,2023-06-02,20:30,Serie A,Matchweek 38,Fri,Away,W,3,1,Sassuolo,1.6,1.1,49.0,12456.0,Lucas Martínez Quarta,4-3-3,Matteo Marchetti,Match Report,,15.0,7.0,17.7,2.0,0,0,2021,Fiorentina
1,2022-08-14,18:30,Serie A,Matchweek 1,Sun,Away,L,1,2,Lazio,1.5,0.7,58.0,45000.0,Roberto Soriano,3-4-1-2,Luca Massimi,Match Report,,10.0,2.0,20.9,1.0,1,1,2021,Bologna
2,2022-08-21,20:45,Serie A,Matchweek 2,Sun,Home,D,1,1,Hellas Verona,0.8,1.9,52.0,17725.0,Roberto Soriano,3-4-1-2,Matteo Marcenaro,Match Report,,17.0,5.0,23.1,1.0,0,0,2021,Bologna
3,2022-08-27,20:45,Serie A,Matchweek 3,Sat,Away,L,0,2,Milan,0.5,1.9,52.0,70430.0,Gary Medel,3-5-2,Gianluca Manganiello,Match Report,,8.0,0.0,24.5,1.0,0,0,2021,Bologna
4,2022-09-01,20:45,Serie A,Matchweek 4,Thu,Home,D,1,1,Salernitana,1.8,1.4,47.0,19787.0,Gary Medel,3-5-2,Davide Ghersini,Match Report,,10.0,3.0,19.1,0.0,1,1,2021,Bologna
5,2022-09-04,15:00,Serie A,Matchweek 5,Sun,Away,D,2,2,Spezia,0.9,0.9,55.0,7555.0,Lorenzo De Silvestri,3-4-1-2,Antonio Giua,Match Report,,13.0,6.0,23.0,0.0,0,0,2021,Bologna
6,2022-09-11,15:00,Serie A,Matchweek 6,Sun,Home,W,2,1,Fiorentina,0.6,1.3,39.0,18901.0,Roberto Soriano,3-5-2,Daniele Orsato,Match Report,,12.0,4.0,18.5,0.0,0,0,2021,Bologna
7,2022-09-17,15:00,Serie A,Matchweek 7,Sat,Home,L,0,1,Empoli,1.6,1.6,61.0,15670.0,Roberto Soriano,4-2-3-1,Manuel Volpi,Match Report,,16.0,3.0,18.6,1.0,0,0,2021,Bologna
8,2022-10-02,20:45,Serie A,Matchweek 8,Sun,Away,L,0,3,Juventus,0.4,1.8,52.0,34662.0,Roberto Soriano,4-2-3-1,Rosario Abisso,Match Report,,9.0,1.0,19.6,0.0,0,0,2021,Bologna
9,2022-10-08,20:45,Serie A,Matchweek 9,Sat,Home,D,1,1,Sampdoria,0.8,0.6,51.0,20871.0,Gary Medel,4-2-3-1,Marco Piccinini,Match Report,,10.0,3.0,19.8,1.0,0,0,2021,Bologna
10,2022-10-16,18:00,Serie A,Matchweek 10,Sun,Away,L,2,3,Napoli,1.3,2.6,51.0,50000.0,Gary Medel,4-3-3,Francesco Cosso,Match Report,,16.0,3.0,17.5,0.0,0,0,2021,Bologna
12,2022-10-23,15:00,Serie A,Matchweek 11,Sun,Home,W,2,0,Lecce,1.8,0.4,54.0,24206.0,Gary Medel,4-2-3-1,Simone Sozza,Match Report,,8.0,4.0,13.3,0.0,1,1,2021,Bologna
13,2022-10-31,20:45,Serie A,Matchweek 12,Mon,Away,W,2,1,Monza,1.3,1.2,44.0,11388.0,Gary Medel,3-4-3,Luca Pairetto,Match Report,,10.0,5.0,17.5,0.0,0,0,2021,Bologna
14,2022-11-06,12:30,Serie A,Matchweek 13,Sun,Home,W,2,1,Torino,2.0,1.0,56.0,23168.0,Gary Medel,3-4-3,Antonio Giua,Match Report,,9.0,5.0,14.2,0.0,0,0,2021,Bologna
15,2022-11-09,20:45,Serie A,Matchweek 14,Wed,Away,L,1,6,Inter,0.7,2.6,43.0,69312.0,Gary Medel,4-2-3-1,Andrea Colombo,Match Report,,10.0,4.0,19.6,1.0,0,0,2021,Bologna
16,2022-11-12,20:45,Serie A,Matchweek 15,Sat,Home,W,3,0,Sassuolo,0.8,0.8,51.0,20811.0,Roberto Soriano,4-2-3-1,Ivan Pezzuto,Match Report,,8.0,4.0,19.6,0.0,0,0,2021,Bologna
17,2023-01-04,16:30,Serie A,Matchweek 16,Wed,Away,L,0,1,Roma,0.7,1.5,61.0,62092.0,Roberto Soriano,4-2-3-1,Alberto Santoro,Match Report,,11.0,1.0,16.7,0.0,0,0,2021,Bologna
18,2023-01-09,20:45,Serie A,Matchweek 17,Mon,Home,L,1,2,Atalanta,0.5,0.5,51.0,16953.0,Roberto Soriano,4-2-3-1,Marco Di Bello,Match Report,,12.0,3.0,21.1,0.0,0,0,2021,Bologna
19,2023-01-15,15:00,Serie A,Matchweek 18,Sun,Away,W,2,1,Udinese,2.0,1.9,49.0,20486.0,Adama Soumaoro,4-3-3,Manuel Volpi,Match Report,,15.0,2.0,17.3,0.0,0,0,2021,Bologna
21,2023-01-23,18:30,Serie A,Matchweek 19,Mon,Home,D,1,1,Cremonese,1.1,1.7,68.0,15587.0,Roberto Soriano,4-3-3,Matteo Marchetti,Match Report,,21.0,8.0,22.5,2.0,0,0,2021,Bologna
22,2023-01-27,18:30,Serie A,Matchweek 20,Fri,Home,W,2,0,Spezia,1.6,0.5,57.0,17213.0,Roberto Soriano,4-2-3-1,Luca Massimi,Match Report,,18.0,6.0,16.0,0.0,0,0,2021,Bologna
